"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
"X13",0.00201106083459025,0.0857214680744093,0.00150829562594268,0.0131975867269985,0.00238813474107592,0.00138260432378079,0.0882352941176471,0.00867269984917044,0.0232528908999497,0.111865258924082,0.213800904977376,0.0142031171442936,0.009175465057818,0.00578179989944696,0.0739064856711916,0.0390899949723479,0.021744595274007,0.0213675213675214,0.00691302161890397,0.00226244343891403,0.0860985419808949,0.0052790346907994,0.00402212166918049,0.0163398692810458,0.141779788838612
"X14",0.00259403372243839,0.0012970168612192,0.00356679636835279,0.00486381322957198,0.00226977950713359,0.00421530479896239,0.0272373540856031,0.0152399481193256,0.0142671854734112,0.00810635538261997,0.0155642023346304,0.0820363164721141,0.0920881971465629,0.00291828793774319,0.00875486381322957,0.00940337224383917,0.000972762645914397,0.0418287937743191,0.0308041504539559,0.27367055771725,0.190337224383917,0.00226977950713359,0.150778210116732,0.00453955901426719,0.0103761348897536
"X15",0.00146049364685264,0.0638235723674602,0.00233678983496422,0.0175259237622316,0.0106616036220242,0.0382649335475391,0.0197166642325106,0.00292098729370527,0.00584197458741054,0.0727325836132613,0.331093909741493,0.00949320870454214,0.00978530743391266,0.00671827077552213,0.184898495691544,0.0314006134073317,0.00949320870454214,0.0112458010807653,0.01109975171608,0.0016065430115379,0.0543303636629181,0.00730246823426318,0.00248283919964948,0.01109975171608,0.0826639404118592
"X16",0.00393700787401575,0.0870285951098218,0.00186489846663904,0.0288023207625363,0.000414421881475342,0.000828843762950684,0.0271446332366349,0.0078740157480315,0.031496062992126,0.00683796104434314,0.262536261914629,0.0462080397845006,0.00186489846663904,0.00372979693327808,0.283257355988396,0.0103605470368835,0.00559469539991712,0.0120182345627849,0.00165768752590137,0.00455864069622876,0.0996684624948197,0.00269374222958972,0.00580190634065479,0.0049730625777041,0.0588479071694986
"X17",0.00935212794795338,0.0482515586879913,0.00162645703442667,0.041339116291678,0.00108430468961778,0.00908105177554893,0.116833830306316,0.00216860937923556,0.0230414746543779,0.0433721875847113,0.209812957441041,0.0195174844131201,0.0172133369476823,0.00935212794795338,0.0521821631878558,0.0243968555164001,0.000406614258606668,0.0254811602060179,0.00203307129303334,0.00406614258606668,0.111412306858227,0.0147736513960423,0.00149091894822445,0.0130116562754134,0.198698834372459
"X18",0.0133401744484351,0.00461775269368907,0.00461775269368907,0.0164186762442278,0.458696767573114,0.00102616726526424,0.0415597742432016,0.0107747562852745,0.0082093381221139,0.00718317085684967,0.00205233453052848,0.0482298614674192,0.210877373011801,0.00205233453052848,0.0164186762442278,0.00513083632632119,0.00205233453052848,0.0400205233453053,0.00667008722421755,0.0184710107747563,0.0595177013853258,0.00359158542842483,0.0082093381221139,0.00205233453052848,0.0082093381221139
"X19",0.0117960426179604,0.0500380517503805,0.00665905631659056,0.060882800608828,0.00380517503805175,0.0201674277016743,0.0302511415525114,0.00418569254185693,0.0418569254185693,0.00323439878234399,0.174086757990868,0.030441400304414,0.0133181126331811,0.0235920852359209,0.0175038051750381,0.0563165905631659,0.00570776255707763,0.0192161339421613,0.0182648401826484,0.0015220700152207,0.0936073059360731,0.021689497716895,0.00380517503805175,0.0140791476407915,0.273972602739726
"X20",0.00606447494414299,0.002553463134376,0.00925630386211299,0.001915097350782,0.002553463134376,0.00829875518672199,0.037344398340249,0.016597510373444,0.017235876157038,0.002234280242579,0.004149377593361,0.171401212894989,0.00861793807851899,0.003511011809767,0.001276731567188,0.001595914458985,0.00606447494414299,0.011171401212895,0.018193424832429,0.00574529205234599,0.297797638046601,0.013405681455474,0.327162464091925,0.017555059048835,0.00829875518672199
"X21",0.101786456169506,0.00789364353967595,0.314914831740756,0.00124636476942252,0.00519318653926049,0.0095554632322393,0.0409223099293727,0.0402991275446614,0.000415454923140839,0.00457000415454923,0.00581636892397175,0.144578313253012,0.0666805151641047,0.0020772746157042,0.00415454923140839,0.00394682176983797,0.00249272953884504,0.0174491067719152,0.00498545907769007,0.00290818446198587,0.165143331948484,0.00976319069380972,0.00664727877025343,0.0101786456169506,0.0263813876194433
"X22",0.0069071373752878,0.00537221795855718,0.0145817344589409,0.022256331542594,0.448963929393707,0.0506523407521105,0.0138142747505756,0.0598618572524942,0.0145817344589409,0.00613967766692249,0.0176515732924021,0.0214888718342287,0.0391404451266309,0.0107444359171144,0.0306983883346124,0.00537221795855718,0.0069071373752878,0.0851880276285495,0.00230237912509593,0.00537221795855718,0.0867229470452801,0.0138142747505756,0.00613967766692249,0.00844205679201842,0.0168841135840368
